Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-20,131.52443709511718,133.02335346470724,131.1358333306194,132.66250610351562,2628700,0.0,0.0
2024-06-21,133.22690302608083,135.3364742788119,133.22690302608083,135.20693969726562,5651600,0.0,0.0
2024-06-24,136.01191151880045,139.5186069711157,135.7528423406025,138.50083923339844,3933000,0.0,0.0
2024-06-25,137.38125876182218,137.97341881224432,135.40122226964098,135.79908752441406,3336500,0.0,0.0
2024-06-26,135.09589489311037,136.29872402980192,134.08737468053923,136.169189453125,2447000,0.0,0.0
2024-06-27,134.8553434673102,136.0119073049372,134.43898330940664,135.75283813476562,2273600,0.0,0.0
2024-06-28,136.5115413193129,137.59409753222093,135.19768644921413,136.9741668701172,12772300,0.0,0.0
2024-07-01,137.25177529491043,137.80693172559904,134.2262136904797,134.84613037109375,2638900,0.0,0.0
2024-07-02,134.62404076329,136.00267004335353,133.66178579046598,134.5222625732422,3296400,0.0,0.0
2024-07-03,134.4574680409665,135.29943563311028,133.57846838828658,133.97633361816406,1633300,0.0,0.0
2024-07-05,133.73578809468268,135.48451211304302,133.69878426260917,134.7628173828125,3562200,0.0,0.0
2024-07-08,140.50863573213292,140.6104139201224,136.74285689473456,137.6033477783203,5183800,0.0,0.0
2024-07-09,136.93715715538968,138.43605935777663,136.22470988465787,136.5670623779297,2848400,0.0,0.0
2024-07-10,136.42827919712627,136.42827919712627,132.69027076442,135.18844604492188,4105700,0.0,0.0
2024-07-11,136.01190870930193,140.536385924087,135.54928316947436,140.0830078125,4727800,0.0,0.0
2024-07-12,141.07302168275035,142.15556366304114,139.53710162802943,141.42462158203125,2675700,0.0,0.0
2024-07-15,141.42463579814685,141.97977798531963,139.62964641137782,139.99049377441406,3645900,0.0,0.0
2024-07-16,140.1292653381911,143.42315673828125,140.07375253543614,143.42315673828125,3391800,0.0,0.0
2024-07-17,142.52565969672176,145.0238487240448,142.52565969672176,144.27438354492188,3353700,0.0,0.0
2024-07-18,143.24736566679894,143.64521681747541,140.4901075395876,140.72142028808594,2927400,0.0,0.0
2024-07-19,140.1385363481986,140.1385363481986,138.19550341129317,138.537841796875,3187000,0.0,0.0
2024-07-22,138.20474212131387,140.39759666736714,137.60333459784457,139.73141479492188,3692800,0.0,0.0
2024-07-23,138.9727012373972,139.67590105258827,138.45456292191545,139.0374755859375,1622400,0.0,0.0
2024-07-24,139.05596642927526,139.63887907647901,134.43897297986717,135.5030059814453,3029500,0.0,0.0
2024-07-25,135.62331120041455,138.25102099936598,135.0774164266304,135.35498046875,3019700,0.0,0.0
2024-07-26,136.24323718179792,138.77843051480016,136.24323718179792,137.8624267578125,2427000,0.0,0.0
2024-07-29,136.36349044943614,136.84461078157372,134.29092322488867,135.84535217285156,2487000,0.0,0.0
2024-07-30,136.35426751621947,137.2054969428273,135.7898637083562,136.8909149169922,2379200,0.0,0.0
2024-07-31,137.59411372961242,141.00827883716127,136.87240479664467,139.1670379638672,5743700,0.0,0.0
2024-08-01,139.90721485212777,140.03674943196398,135.16067253703974,136.03041076660156,3782400,0.0,0.0
2024-08-02,134.45748358019054,134.55000021028536,127.72164323712195,128.76718139648438,6476500,0.0,0.0
2024-08-05,125.83413911110341,126.157982616394,122.52173875502297,123.86334991455078,6887700,0.0,0.0
2024-08-06,124.45552654742426,125.75088662255916,123.2897151861937,123.8448715209961,5005500,0.0,0.0
2024-08-07,126.00069355902706,127.45334462661296,123.37298370790914,123.49327087402344,3209700,0.0,0.0
2024-08-08,124.71457769982307,125.82489020882987,123.12315894788071,123.95587921142578,3894000,0.0,0.0
2024-08-09,123.62280454739629,125.46405938614977,122.82708800762782,125.37152862548828,3778100,0.0,0.0
2024-08-12,124.52952579007923,126.33376237425348,124.09465670078986,124.9273910522461,3695600,0.0,0.0
2024-08-13,125.53803763743339,126.6761064304138,123.67828837688346,126.44479370117188,3319800,0.0,0.0
2024-08-14,126.48182172230591,126.67613066405295,125.38077066156563,125.6120834350586,4838000,0.0,0.0
2024-08-15,132.57924058052765,133.12514952802334,130.05330871295848,131.0710906982422,4640600,0.0,0.0
2024-08-16,130.57141636215925,133.4582090772355,130.35861258564918,133.2731475830078,3473900,0.0,0.0
2024-08-19,133.6987741273066,137.52931283515292,133.62475235055953,133.81906127929688,4427000,0.0,0.0
2024-08-20,133.69877963519937,134.80907809572494,132.19987741940042,133.54148864746094,6815100,0.0,0.0
2024-08-21,156.03309496148862,156.09836167081886,148.23750089683236,148.49859619140625,25572100,1.12,0.0
2024-08-22,149.1046832771917,149.30983157979122,145.85963211667317,146.23263549804688,7452400,0.0,0.0
2024-08-23,146.9413231455233,148.84359062356103,146.15803737389746,147.79920959472656,3188300,0.0,0.0
2024-08-26,148.5545032646945,150.91369426135807,147.3049740863475,148.17218017578125,3655200,0.0,0.0
2024-08-27,148.17220458867402,148.98347809638383,147.1091697914292,147.96705627441406,3252300,0.0,0.0
2024-08-28,147.09987162422638,147.63139621514523,145.1789500621639,146.26995849609375,2666500,0.0,0.0
2024-08-29,145.71045524815622,145.71045524815622,142.1763347661175,143.06219482421875,3879500,0.0,0.0
2024-08-30,143.31395341607245,143.74288954020318,141.91522268076605,143.24867248535156,3933200,0.0,0.0
2024-09-03,142.66122149001987,144.49822240767062,141.13194305502702,141.5515594482422,4071000,0.0,0.0
2024-09-04,142.34417481358454,143.36059674264024,138.81937410248696,142.18565368652344,3841000,0.0,0.0
2024-09-05,142.72647914496469,143.18340296514327,140.49783545305195,141.64479064941406,3358900,0.0,0.0
2024-09-06,141.3743728476933,142.9782518325574,140.5444598799482,141.066650390625,4045100,0.0,0.0
2024-09-09,141.15058719077982,142.59594524033076,139.82645703406487,140.42324829101562,3735200,0.0,0.0
