Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-20,43.09794745501035,43.71174526356946,42.880758403333324,43.4284553527832,5368200,0.0,0.0
2024-06-21,43.69286196058715,43.711748436307296,43.06017763175649,43.26792526245117,12610300,0.0,0.0
2024-06-24,43.494557690103015,45.3170611011442,43.44733970151167,44.98655319213867,8375900,0.0,0.0
2024-06-25,44.9110138086386,44.92045524563345,44.391644718246596,44.73159408569336,6852700,0.0,0.0
2024-06-26,44.72215838854919,44.769372784037174,43.796742548520264,44.11780548095703,5120900,0.0,0.0
2024-06-27,44.50496237842206,44.5805046790299,44.136685107669905,44.39164352416992,3620100,0.0,0.0
2024-06-28,44.85435844439548,44.967673709736616,44.32554786909129,44.75992965698242,7931400,0.0,0.0
2024-07-01,45.04322054555444,45.35483843219254,44.504968521357114,45.07154846191406,4481200,0.0,0.0
2024-07-02,45.46815363413413,45.71367062797545,44.90157013705651,45.109317779541016,4783000,0.0,0.0
2024-07-03,45.307617669521676,45.74199580304522,45.15652946646014,45.43037796020508,3338400,0.0,0.0
2024-07-05,45.2981803302565,45.42093702981697,44.20278985842,44.4105339050293,6394700,0.0,0.0
2024-07-08,43.9950406867273,44.18390185165711,42.98463759691399,43.92893981933594,11872600,0.0,0.0
2024-07-09,43.53232959167054,44.297215663664765,43.324585559033835,43.49456024169922,6198100,0.0,0.0
2024-07-10,43.53232518959331,43.588984612161255,43.10739212812693,43.352909088134766,5700700,0.0,0.0
2024-07-11,43.390683621955816,43.947822023104536,42.95630550640983,43.834503173828125,6879200,0.0,0.0
2024-07-12,44.183905511710776,44.26889286285792,43.64565348852136,43.891170501708984,4954300,0.0,0.0
2024-07-15,44.334994776900956,45.959192322638735,44.08003271747193,45.37372589111328,8391700,0.0,0.0
2024-07-16,45.03376588109828,45.8458662639757,44.82602186847908,45.55313491821289,6136800,0.0,0.0
2024-07-17,45.732552366831314,46.601308595895055,45.732552366831314,45.94029998779297,7723900,0.0,0.0
2024-07-18,45.685337220743946,46.34634942007486,45.581463411991365,45.76087951660156,4782600,0.0,0.0
2024-07-19,45.70422142761827,45.70422142761827,44.882676036733095,45.08098220825195,4995500,0.0,0.0
2024-07-22,44.854352532971255,44.86379396957732,43.87227742350438,44.19334030151367,5634900,0.0,0.0
2024-07-23,43.94782440540028,44.06113965859246,43.2207112931488,43.40012741088867,6678400,0.0,0.0
2024-07-24,43.73063811688099,44.032814546094855,43.022411435493396,43.041297912597656,5279000,0.0,0.0
2024-07-25,43.08851056894096,44.05169924910484,42.95630883676245,43.70230484008789,4900400,0.0,0.0
2024-07-26,43.57011097266832,43.966719843022,43.23016154157307,43.75897216796875,4327200,0.0,0.0
2024-07-29,43.91005053785229,43.96670996438023,42.63524405990217,43.145164489746094,5309200,0.0,0.0
2024-07-30,43.088506415628636,43.7306321405099,42.98463260686451,43.598426818847656,5228300,0.0,0.0
2024-07-31,44.2783321656705,44.69382746334357,44.20278985842,44.4105339050293,6693300,0.0,0.0
2024-08-01,44.49552286163634,44.79769930602358,42.04033835043314,42.550262451171875,11131100,0.0,0.0
2024-08-02,42.153646176087435,42.229192074963514,39.726790009207775,40.40668869018555,12250300,0.0,0.0
2024-08-05,39.13187808261667,39.81177675350443,38.59362616890609,39.16965103149414,12221600,0.0,0.0
2024-08-06,39.2263196425593,40.06674813968488,39.028017017845336,39.64181137084961,8326700,0.0,0.0
2024-08-07,41.09603376195997,41.97423513002358,40.7371979034907,40.765525817871094,11873900,0.0,0.0
2024-08-08,41.33210804275309,42.6919019243635,41.17157479436582,42.59747314453125,8819700,0.0,0.0
2024-08-09,42.50303619224398,42.67301085944678,41.832582561736636,42.41804885864258,6233400,0.0,0.0
2024-08-12,42.60691535281681,42.946864729929324,42.474713617767975,42.80522155761719,4920600,0.0,0.0
2024-08-13,42.26696745341891,42.531374534987755,41.87036223440649,42.15365219116211,6873000,0.0,0.0
2024-08-14,42.30474005892402,42.342513013440126,41.70982863309052,42.01200866699219,5709600,0.0,0.0
2024-08-15,42.24807951562064,43.01296194698178,42.24807951562064,42.909088134765625,5403700,0.0,0.0
2024-08-16,42.46527132236389,42.890204432940344,42.32362455068704,42.57858657836914,4917900,0.0,0.0
2024-08-19,42.73911264043112,43.0035196852417,42.540810058493236,42.673011779785156,5064500,0.0,0.0
2024-08-20,42.48416218788931,42.49360362593724,41.36044014213343,41.587074279785156,6267700,0.0,0.0
2024-08-21,42.03088936349359,42.153649658194475,41.18101954429451,41.39820861816406,5366600,0.0,0.0
2024-08-22,41.502081774598196,41.62484206734097,41.11491802261896,41.237674713134766,4173600,0.0,0.0
2024-08-23,41.54929958489779,42.27641275990077,41.50208519217858,42.21031188964844,4314300,0.0,0.0
2024-08-26,42.96575045761156,43.47567451439024,42.50304079078046,42.62580108642578,5334100,0.0,0.0
2024-08-27,42.550257314667974,42.739114867941325,42.10643413957637,42.16309356689453,3767300,0.0,0.0
2024-08-28,41.82314772712784,42.37084116172096,41.785374772403564,42.10643768310547,3651200,0.0,0.0
2024-08-29,42.436943318880125,42.81466567312827,42.03089304884294,42.49360275268555,4365500,0.0,0.0
2024-08-30,42.05921622439035,42.34250613277207,41.90812803310499,42.28584671020508,5832500,0.0,0.0
2024-09-03,41.51152509150071,41.62484395250015,40.42557969029284,40.62388229370117,6389000,0.0,0.0
2024-09-04,40.793854506464534,41.048816524894384,39.755119957058454,39.887325286865234,6316400,0.0,0.0
2024-09-05,40.27448851461557,40.35947585299855,39.5945898075517,39.736236572265625,5320900,0.0,0.0
2024-09-06,39.755120777524525,40.019527840368,38.791935713213874,39.037452697753906,6226400,0.0,0.0
2024-09-09,39.18854499895971,39.51904935926481,38.98079734263801,39.0941162109375,7694700,0.0,0.0
2024-09-10,39.09411625332361,39.12244416931552,37.86652039433973,37.989280700683594,7926400,0.0,0.0
2024-09-11,38.00816242986565,38.01760386660751,36.84667119036307,37.70598602294922,10260800,0.0,0.0
2024-09-12,37.724876456748326,38.19702759237164,37.186624450315925,37.781532287597656,8037000,0.0,0.0
2024-09-13,37.982036927097965,38.27802697157023,37.58102168195682,37.666954040527344,8673500,0.44,0.0
2024-09-16,37.953390803038054,38.363956076692446,37.60966139790585,37.84836196899414,7139000,0.0,0.0
2024-09-17,37.76243562332766,38.72678812356961,37.62876386502456,38.63130569458008,7490700,0.0,0.0
2024-09-18,38.3639646605784,39.24238121043264,38.24938938065882,38.54537582397461,5996600,0.0,0.0
2024-09-19,39.271020024423606,39.557459988925565,38.93683703060318,39.11825180053711,6471500,0.0,0.0
2024-09-20,38.94639205932617,39.04187084557381,38.383058478987785,38.94639205932617,12847500,0.0,0.0
2024-09-23,38.946391703808224,39.614754128287274,38.69814103417894,39.261474609375,7209800,0.0,0.0
2024-09-24,39.95848259851688,39.98712914986064,39.0705159947914,39.15644836425781,6905000,0.0,0.0
2024-09-25,38.88910334962665,39.04187159592829,37.972493871816816,38.001136779785156,8386600,0.0,0.0
2024-09-26,37.42825614254149,37.6192173578045,36.06288837049204,36.15836715698242,16997600,0.0,0.0
2024-09-27,36.55937713881859,37.294575270428695,36.482991214467816,37.199092864990234,8631700,0.0,0.0
2024-09-30,37.151360052329736,37.724240017128906,36.922205881040874,37.35186767578125,10931400,0.0,0.0
2024-10-01,37.008137856439994,38.335316195834835,36.90311265639814,37.96294021606445,12618700,0.0,0.0
2024-10-02,38.669498443603516,38.88910256559209,38.09661844209265,38.669498443603516,8133200,0.0,0.0
2024-10-03,38.68859596945097,40.01577080104918,38.57402069452483,39.90119552612305,11722800,0.0,0.0
2024-10-04,40.48362322165914,40.617294974909676,39.96802905145098,40.502716064453125,10288300,0.0,0.0
2024-10-07,40.50271683179565,41.08514688966348,40.39769162531056,40.68413162231445,8362700,0.0,0.0
2024-10-08,39.948933709004734,40.06350898045629,39.17554243157176,39.796165466308594,7402600,0.0,0.0
2024-10-09,39.414244921722926,40.22582920917969,39.261476671727195,40.06351089477539,6264600,0.0,0.0
2024-10-10,40.24491989039122,41.04695399774613,40.025312148061005,40.922828674316406,7454900,0.0,0.0
2024-10-11,40.72232413164792,41.34294351107531,40.6268417055407,41.018310546875,5979100,0.0,0.0
2024-10-14,40.64593308907022,40.98011243279552,40.48361844848412,40.932373046875,5866100,0.0,0.0
2024-10-15,39.55746038914064,39.94892919445301,39.156441520955255,39.33785629272461,8384900,0.0,0.0
2024-10-16,39.59565468300653,39.72932642945402,38.79362056203963,38.85090637207031,7566400,0.0,0.0
2024-10-17,38.8700056337744,39.06096684618034,37.90565679243355,38.74588394165039,21526000,0.0,0.0
